"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"6";"2026-02-02 20:06:29";"Push";"3162";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Lateral Raise (Dumbbell)";"3";"12.0";"10";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"1";"10.0";"10";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"2";"18.0";"14";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"3";"27.0";"8";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"1";"30.0";"10";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"2";"30.0";"9";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"3";"30.0";"22";"";"";"";"";""
"6";"2026-02-02 20:06:29";"Push";"3162";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"1";"35.0";"10";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"2";"45.0";"12";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"D";"70.0";"3";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"D";"60.0";"3";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"5";"45.0";"5";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"1";"60.0";"7";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"2";"60.0";"10";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"3";"60.0";"8";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"1";"20.0";"13";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"2";"45.0";"13";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"3";"60.0";"10";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"1";"35.0";"14";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"2";"45.0";"11";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"D";"60.0";"2";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"4";"50.0";"3";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Machine)";"5";"40.0";"4";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"1";"14.0";"15";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"2";"20.0";"11";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"3";"16.0";"11";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"1";"15.0";"11";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"2";"25.0";"11";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"Rest Timer";"";"";"";"";"120.0";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"3";"35.0";"6";"";"";"";"";""
"7";"2026-02-04 19:47:26";"Pull";"3157";"T Bar Row";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"W";"55.0";"13";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"1";"85.0";"13";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"2";"100.0";"4";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"3";"85.0";"9";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Seated Overhead Press (Dumbbell)";"W";"28.0";"10";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Seated Overhead Press (Dumbbell)";"1";"32.0";"6";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Seated Overhead Press (Dumbbell)";"D";"36.0";"6";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Seated Overhead Press (Dumbbell)";"3";"28.0";"3";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"1";"40.0";"9";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"2";"50.0";"7";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"3";"35.0";"7";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"2";"12.0";"14";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"1";"13.0";"18";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"2";"27.0";"10";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"3";"22.0";"8";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"1";"50.0";"9";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"2";"50.0";"11";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"3";"50.0";"12";"";"";"";"";""
"8";"2026-02-09 19:56:25";"Push";"4083";"Dips ( Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Press (Barbell)";"W";"50.0";"17";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Press (Barbell)";"1";"90.0";"9";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Press (Barbell)";"2";"110.0";"2";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Seated Overhead Press (Dumbbell)";"W";"28.0";"12";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Seated Overhead Press (Dumbbell)";"1";"35.0";"9";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Seated Overhead Press (Dumbbell)";"2";"40.0";"6";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"1";"39.916095999999996";"9";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"2";"49.89512";"7";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"3";"34.926584";"10";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"1";"12.5";"13";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"D";"12.5";"15";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"3";"7.5";"4";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"D";"15.0";"5";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Lateral Raise (Dumbbell)";"5";"10.0";"5";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"1";"25.0";"6";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"2";"25.0";"8";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"3";"35.0";"6";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"W";"20.0";"13";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"1";"30.0";"9";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"2";"30.0";"8";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"3";"25.0";"10";"";"";"";"";""
"9";"2026-02-19 20:26:48";"Push";"4399";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"1";"41.0";"11";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"2";"53.0";"11";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"D";"77.0";"3";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"D";"65.0";"3";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"D";"53.0";"3";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Lat Pulldown (Cable)";"D";"41.0";"3";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"1";"50.0";"9";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"2";"70.0";"10";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"3";"75.0";"11";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"1";"35.0";"10";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"2";"53.0";"9";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"D";"53.0";"7";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"4";"41.0";"4";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"1";"23.0";"9";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"D";"35.0";"3";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"D";"17.0";"5";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"D";"23.0";"6";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Machine)";"D";"11.0";"6";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"1";"15.0";"14";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"2";"20.0";"11";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"F";"15.0";"14";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Back Extension ";"1";"53.0";"6";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Back Extension ";"Rest Timer";"";"";"";"";"120.0";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Back Extension ";"2";"41.0";"10";"";"";"";"";""
"10";"2026-02-20 21:04:25";"Pull";"3855";"Back Extension ";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"W";"50.0";"19";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"1";"90.0";"10";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"2";"100.0";"4";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"3";"100.0";"3";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"1";"29.0";"10";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"2";"47.0";"10";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"3";"83.0";"8";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Seated Overhead Press (Dumbbell)";"W";"30.0";"9";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Seated Overhead Press (Dumbbell)";"1";"32.5";"8";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Seated Overhead Press (Dumbbell)";"2";"32.5";"6";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"1";"12.5";"14";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"2";"15.0";"9";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"3";"15.0";"8";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Skullcrucher";"1";"30.0";"9";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Skullcrucher";"D";"50.0";"3";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Skullcrucher";"3";"30.0";"7";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"W";"23.5";"12";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"1";"35.5";"10";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"2";"38.5";"9";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"3";"44.0";"6";"";"";"";"";""
"11";"2026-02-28 21:27:56";"Push";"3966";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Press (Barbell)";"W";"60.0";"12";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Press (Barbell)";"1";"100.0";"5";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Press (Barbell)";"2";"105.0";"4";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"1";"29.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"2";"59.0";"9";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"D";"77.0";"4";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lat Pulldown (Cable)";"4";"59.0";"5";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"1";"15.0";"9";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"2";"30.0";"9";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"3";"35.0";"7";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Skullcrucher";"1";"40.0";"6";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Skullcrucher";"2";"40.0";"8";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bicep Curl (Machine)";"1";"29.0";"6";"";"";"";"";""
