"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bicep Curl (Machine)";"D";"35.0";"3";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bicep Curl (Machine)";"D";"23.0";"6";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Bicep Curl (Machine)";"D";"11.0";"4";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"1";"15.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"2";"15.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"D";"20.0";"4";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Lateral Raise (Dumbbell)";"4";"10.0";"8";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"1";"110.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"2";"150.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"3";"160.0";"10";"";"";"";"";""
"12";"2026-03-06 20:44:48";"Upper";"4026";"Iso-Lateral Chest Press (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Bench Press (Barbell)";"W";"60.0";"9";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Bench Press (Barbell)";"1";"100.0";"5";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Bench Press (Barbell)";"2";"120.0";"1";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Seated Overhead Press (Dumbbell)";"W";"27.5";"10";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Seated Overhead Press (Dumbbell)";"1";"35.0";"10";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Seated Overhead Press (Dumbbell)";"D";"40.0";"8";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"1";"47.0";"10";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"2";"65.0";"11";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"3";"95.0";"6";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"1";"15.0";"11";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"2";"17.5";"9";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"3";"15.0";"9";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"W";"20.5";"15";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"1";"38.5";"10";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"2";"38.5";"9";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"3";"32.5";"11";"";"";"";"";""
"13";"2026-03-10 21:01:05";"Push";"3432";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"1";"40.0";"9";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"2";"60.0";"9";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"3";"100.0";"4";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"1";"53.0";"10";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"2";"59.0";"11";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"3";"77.0";"4";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Seated Row (Cable)";"1";"23.0";"7";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Seated Row (Cable)";"2";"29.0";"6";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"1";"35.0";"11";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"2";"59.0";"10";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"3";"59.0";"7";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"1";"23.0";"11";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"2";"29.0";"8";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"3";"35.0";"5";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"1";"17.5";"14";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"2";"22.5";"12";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"3";"15.0";"16";"";"";"";"";""
"14";"2026-03-13 20:52:45";"Pull";"3596";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Bench Press (Barbell)";"W";"70.0";"10";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Bench Press (Barbell)";"1";"100.0";"6";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Bench Press (Barbell)";"2";"110.0";"3";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Seated Overhead Press (Dumbbell)";"W";"30.0";"10";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Seated Overhead Press (Dumbbell)";"1";"37.5";"8";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Seated Overhead Press (Dumbbell)";"D";"30.0";"9";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"1";"71.0";"10";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"2";"89.0";"8";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"3";"95.0";"7";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"1";"15.0";"12";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"2";"17.5";"10";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"3";"15.0";"11";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Triceps Extension";"W";"24.0";"15";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Triceps Extension";"1";"30.0";"12";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Triceps Extension";"2";"43.0";"6";"";"";"";"";""
"15";"2026-03-16 20:33:14";"Push";"3650";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"16";"2026-03-22 23:17:31";"Evening Workout";"56";"Aerobics";"1";"";"";"";"";"3600.0";"";""
"16";"2026-03-22 23:17:31";"Evening Workout";"56";"Aerobics";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"W";"50.0";"18";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"1";"100.0";"9";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"2";"110.0";"3";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"3";"90.0";"6";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"1";"20.0";"12";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"2";"30.0";"10";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"3";"40.0";"3";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"1";"15.0";"9";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"2";"25.0";"7";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"3";"15.0";"11";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"1";"15.0";"13";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"2";"17.5";"10";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"3";"15.0";"10";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"W";"23.0";"13";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"1";"41.0";"9";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"180.0";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"2";"41.0";"8";"";"";"";"";""
"17";"2026-03-23 19:28:50";"Day 1: Power Push (Heavy Chest & Shoulders)";"3760";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"1";"47.0";"14";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"2";"71.0";"7";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"3";"59.0";"7";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"1";"23.0";"10";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"2";"29.0";"9";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"3";"17.0";"10";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"1";"41.0";"10";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"2";"65.0";"6";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"3";"59.0";"7";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"1";"17.0";"16";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"2";"35.0";"6";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"3";"29.0";"8";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Extension";"1";"0.0";"7";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Extension";"2";"0.0";"7";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Shrug (Dumbbell)";"1";"22.8";"13";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Shrug (Dumbbell)";"2";"30.0";"11";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Cable Pull ";"1";"41.0";"12";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Cable Pull ";"Rest Timer";"";"";"";"";"120.0";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Cable Pull ";"2";"53.0";"5";"";"";"";"";""
"18";"2026-03-25 19:41:09";"Day 3: Power Pull (Heavy Back & Deadlifts)";"3685";"Back Cable Pull ";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"1";"10.0";"10";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"2";"40.0";"8";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"3";"80.0";"8";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"4";"110.0";"3";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"1";"55.0";"9";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"2";"80.0";"10";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"3";"100.0";"8";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"1";"23.0";"10";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"2";"35.0";"8";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"3";"29.0";"10";"";"";"";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Lying Leg Curl (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"19";"2026-03-27 19:16:14";"Day 2: Power Legs (Awakening the Squat)";"3338";"Standing Calf Raise (Bodyweight)";"1";"";"10";"";"";"";"";""
